基地面積,建築面積,總樓地板面積,建築物高度,建造類別,構造別,地號,樓層用途
2998.0,178.33,458.82,10.45,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
5003.34,1151.36,422.7,11.15,增建,鋼骨造,宜蘭縣五結鄉,G2辦公室
5003.34,1151.36,422.7,11.15,增建,鋼骨造,宜蘭縣五結鄉,C1儲存場
5003.34,1151.36,422.7,11.15,增建,鋼骨造,宜蘭縣五結鄉,C2倉庫
5003.34,1151.36,422.7,11.15,增建,鋼骨造,宜蘭縣五結鄉,C2倉庫
3107.32,115.03,224.1,10.4,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
3107.32,115.03,224.1,10.4,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
313.03,213.1,589.36,13.52,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,C2工廠
313.03,213.1,589.36,13.52,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,C2工場
313.03,213.1,589.36,13.52,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,C2單身員工宿舍
313.03,213.1,589.36,13.52,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,C2樓梯間
13437.79,24.0,24.0,3.5,新建,鋼骨造,宜蘭縣壯圍鄉,D3棚架
101.83,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,騎樓
101.83,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G3店舖(＜500㎡)
101.83,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.83,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.83,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.83,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.83,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,騎樓
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G3店舖(＜500㎡)
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,騎樓
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G3店舖(＜500㎡)
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.84,65.23,225.99,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
101.85,65.26,226.11,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,騎樓
101.85,65.26,226.11,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G3店舖(＜500㎡)
101.85,65.26,226.11,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.85,65.26,226.11,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.85,65.26,226.11,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.85,65.26,226.11,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
101.85,65.26,226.11,14.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
882.35,83.84,83.84,4.05,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2農舍
14225.04,2903.76,1313.66,8.85,增建,鋼筋混凝土(RC),宜蘭縣員山鄉,G2辦公室(廳)
14225.04,2903.76,1313.66,8.85,增建,鋼筋混凝土(RC),宜蘭縣員山鄉,G2辦公室(廳)
14225.04,2903.76,1313.66,8.85,增建,鋼筋混凝土(RC),宜蘭縣員山鄉,G2辦公室(廳)
14225.04,2903.76,1313.66,8.85,增建,鋼筋混凝土(RC),宜蘭縣員山鄉,H1老人福利機構(養護、安養、文康、服務)廁所
14225.04,2903.76,1313.66,8.85,增建,鋼筋混凝土(RC),宜蘭縣員山鄉,H1老人福利機構(養護、安養、文康、服務)儲藏室
14225.04,2903.76,1313.66,8.85,增建,鋼筋混凝土(RC),宜蘭縣員山鄉,H1老人福利機構(養護、安養、文康、服務)洗滌室
14225.04,2903.76,1313.66,8.85,增建,鋼筋混凝土(RC),宜蘭縣員山鄉,H1老人福利機構(養護、安養、文康、服務)宿舍(員工宿舍)
14225.04,2903.76,1313.66,8.85,增建,鋼筋混凝土(RC),宜蘭縣員山鄉,H1老人福利機構(養護、安養、文康、服務)儲藏室
6549.0,1638.49,3000.02,14.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,E1納骨(灰)塔。、E1納骨(灰)塔附屬辦公室、家屬休息室、哺乳室、電氣室。、E1附屬門廳、門廊、迴廊、廁所、
6549.0,1638.49,3000.02,14.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,E1納骨(灰)塔;納骨(灰)塔附屬電氣室、變電室。
6549.0,1638.49,3000.02,14.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,E1納骨(灰)塔;納骨(灰)塔附屬電氣室。
6549.0,1638.49,3000.02,14.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,E1納骨(灰)塔附屬樓梯間。
6549.0,1638.49,3000.02,14.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,E1納骨(灰)塔附屬消防水箱。
155.69,56.31,304.78,16.6,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅、車庫
155.69,56.31,304.78,16.6,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
155.69,56.31,304.78,16.6,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
155.69,56.31,304.78,16.6,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
155.69,56.31,304.78,16.6,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
155.69,56.31,304.78,16.6,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
98.8,58.24,242.57,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅、車庫
98.8,58.24,242.57,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
98.8,58.24,242.57,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
98.8,58.24,242.57,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
98.8,58.24,242.57,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
98.8,58.24,242.57,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅、車庫
98.8,58.24,242.57,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
98.8,58.24,242.57,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
98.8,58.24,242.57,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
98.8,58.24,242.57,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
107.23,58.24,242.8,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅、車庫
107.23,58.24,242.8,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
107.23,58.24,242.8,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
107.23,58.24,242.8,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
107.23,58.24,242.8,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
129.11,60.0,264.94,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅、車庫
129.11,60.0,264.94,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
129.11,60.0,264.94,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
129.11,60.0,264.94,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
129.11,60.0,264.94,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
117.7,60.0,264.97,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅、車庫
117.7,60.0,264.97,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
117.7,60.0,264.97,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
117.7,60.0,264.97,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
117.7,60.0,264.97,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
154.11,60.0,264.97,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅、車庫
154.11,60.0,264.97,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
154.11,60.0,264.97,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
154.11,60.0,264.97,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
154.11,60.0,264.97,13.4,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
298.35,151.5,451.82,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,停車空間、H2住宅
298.35,151.5,451.82,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
298.35,151.5,451.82,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
298.35,151.5,451.82,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
464.0,219.7,671.72,13.94,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
464.0,219.7,671.72,13.94,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
464.0,219.7,671.72,13.94,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
464.0,219.7,671.72,13.94,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
464.0,219.7,671.72,13.94,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,梯間
60.0,41.96,125.88,9.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
60.0,41.96,125.88,9.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
60.0,41.96,125.88,9.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
155.25,81.74,164.0,6.8,增建,鋼骨鋼筋混凝土(SRC),宜蘭縣員山鄉,H2住宅
155.25,81.74,164.0,6.8,增建,鋼骨鋼筋混凝土(SRC),宜蘭縣員山鄉,H2住宅
155.25,81.74,164.0,6.8,增建,鋼骨鋼筋混凝土(SRC),宜蘭縣員山鄉,
1980.0,150.31,474.91,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
1980.0,150.31,474.91,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
1980.0,150.31,474.91,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
1980.0,150.31,474.91,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
211.19,61.2,183.6,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
211.19,61.2,183.6,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
211.19,61.2,183.6,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
61.2,42.8,128.4,9.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
61.2,42.8,128.4,9.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
61.2,42.8,128.4,9.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
2510.0,144.0,360.9,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
2510.0,144.0,360.9,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
2510.0,144.0,360.9,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
403.94,177.92,734.43,13.85,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2集合住宅
403.94,177.92,734.43,13.85,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2集合住宅
403.94,177.92,734.43,13.85,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2集合住宅
403.94,177.92,734.43,13.85,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2集合住宅
403.94,177.92,734.43,13.85,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
224.75,161.33,319.26,11.6,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
224.75,161.33,319.26,11.6,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2停車空間
224.75,161.33,319.26,11.6,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
224.75,161.33,319.26,11.6,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2樓梯間
112.0,56.92,195.75,10.18,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
112.0,56.92,195.75,10.18,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
112.0,56.92,195.75,10.18,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
112.0,56.92,195.75,10.18,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,樓梯間
108.54,54.41,237.04,10.45,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,騎樓
108.54,54.41,237.04,10.45,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,G3店舖
108.54,54.41,237.04,10.45,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
108.54,54.41,237.04,10.45,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
108.54,54.41,237.04,10.45,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
20496.29,7003.43,717.17,12.05,增建,鋼筋混凝土(RC)，鋼鐵造有牆,宜蘭縣員山鄉,C2工廠(生產線)
20496.29,7003.43,717.17,12.05,增建,鋼筋混凝土(RC)，鋼鐵造有牆,宜蘭縣員山鄉,C2工廠(生產線)
20496.29,7003.43,717.17,12.05,增建,鋼筋混凝土(RC)，鋼鐵造有牆,宜蘭縣員山鄉,C2工廠(倉庫)
10590.0,139.62,237.64,6.3,新建,鋼筋混凝土(RC),宜蘭縣大同鄉,C2廣播發射(設備機械)室
10590.0,139.62,237.64,6.3,新建,鋼筋混凝土(RC),宜蘭縣大同鄉,C2廣播發射(設備機械)室
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,停車空間、機械室
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,D2園區辦公室、停車空間
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,D2園區服務中心
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,B4旅館
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,D2展覽空間
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,D2展覽空間
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,D2展覽空間
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,D2展覽空間、廁所
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,D2展覽空間
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,D2展覽空間
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,D2展覽空間
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,D2展覽空間
57535.48,4097.53,10533.99,11.2,新建,鋼筋混凝土(RC)，木構造，鋼骨造,宜蘭縣五結鄉,D2展覽空間
33839.93,22.1,77.79,15.2,增建,鋼骨造,宜蘭縣冬山鄉,D4通廊
33839.93,22.1,77.79,15.2,增建,鋼骨造,宜蘭縣冬山鄉,D4通廊
33839.93,22.1,77.79,15.2,增建,鋼骨造,宜蘭縣冬山鄉,D4通廊
33839.93,22.1,77.79,15.2,增建,鋼骨造,宜蘭縣冬山鄉,D4通廊
757.0,153.31,369.61,10.95,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
757.0,153.31,369.61,10.95,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
757.0,153.31,369.61,10.95,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
274.45,79.2,237.6,10.35,新建,鋼筋混凝土(RC),宜蘭縣南澳鄉,H2住宅
274.45,79.2,237.6,10.35,新建,鋼筋混凝土(RC),宜蘭縣南澳鄉,H2住宅
274.45,79.2,237.6,10.35,新建,鋼筋混凝土(RC),宜蘭縣南澳鄉,H2住宅
113.0,55.01,290.94,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,G3店舖(＜500㎡)
113.0,55.01,290.94,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
113.0,55.01,290.94,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
113.0,55.01,290.94,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
113.0,55.01,290.94,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,樓梯間
144.0,67.65,367.63,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,G3店舖(＜500㎡)
144.0,67.65,367.63,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
144.0,67.65,367.63,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
144.0,67.65,367.63,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
144.0,67.65,367.63,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,樓梯間
84.0,43.85,225.38,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,G3店舖(＜500㎡)
84.0,43.85,225.38,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
84.0,43.85,225.38,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
84.0,43.85,225.38,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
84.0,43.85,225.38,13.8,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,樓梯間
290.57,156.04,464.02,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,停車空間、H2住宅
290.57,156.04,464.02,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
290.57,156.04,464.02,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
290.57,156.04,464.02,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
298.7,143.92,431.1,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,停車空間、H2住宅
298.7,143.92,431.1,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
298.7,143.92,431.1,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
298.7,143.92,431.1,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
526.62,155.33,380.49,11.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
526.62,155.33,380.49,11.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
526.62,155.33,380.49,11.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
129.0,66.86,244.36,12.4,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
129.0,66.86,244.36,12.4,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
129.0,66.86,244.36,12.4,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
129.0,66.86,244.36,12.4,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
129.0,66.86,244.36,12.4,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,機械室
782.71,318.77,700.11,8.1,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
782.71,318.77,700.11,8.1,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
782.71,318.77,700.11,8.1,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
782.71,318.77,700.11,8.1,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
782.71,318.77,700.11,8.1,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
782.71,318.77,700.11,8.1,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
782.71,318.77,700.11,8.1,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
782.71,318.77,700.11,8.1,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
782.71,318.77,700.11,8.1,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
411.0,221.67,615.09,13.94,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
411.0,221.67,615.09,13.94,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
411.0,221.67,615.09,13.94,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
411.0,221.67,615.09,13.94,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
411.0,221.67,615.09,13.94,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,梯間
73.5,49.77,149.31,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
73.5,49.77,149.31,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
73.5,49.77,149.31,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
73.5,49.77,149.31,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
73.5,49.77,149.31,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
73.5,49.77,149.31,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
105.28,62.99,187.06,9.9,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
105.28,62.99,187.06,9.9,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
105.28,62.99,187.06,9.9,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
105.24,62.99,187.06,9.9,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
105.24,62.99,187.06,9.9,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
105.24,62.99,187.06,9.9,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
298.64,176.51,176.51,7.2,新建,鋼骨造,宜蘭縣五結鄉,H2住宅
135.0,69.41,283.89,12.85,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,騎樓
135.0,69.41,283.89,12.85,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,G2辦公室
135.0,69.41,283.89,12.85,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,G2辦公室
135.0,69.41,283.89,12.85,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2住宅
135.0,69.41,283.89,12.85,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,樓梯間
1160.17,311.0,525.68,8.55,增建,鋼骨鋼筋混凝土(SRC),宜蘭縣羅東鎮,D2圖書館
1160.17,311.0,525.68,8.55,增建,鋼骨鋼筋混凝土(SRC),宜蘭縣羅東鎮,D2圖書館
261.12,143.04,477.94,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
261.12,143.04,477.94,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
261.12,143.04,477.94,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
261.12,143.04,477.94,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,樓梯間
90.75,54.03,152.79,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
90.75,54.03,152.79,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
90.75,54.03,152.79,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
90.75,54.43,154.5,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
90.75,54.43,154.5,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
90.75,54.43,154.5,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
88.8,52.76,149.78,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
